benchmark             pass                 MDE                  DV                      MEE                  EV                      delta                    delta %
dtoa                  early_optimizations  0.18607718396079165  6.423088986533211e-05   0.17685086245718754  0.00010642973535708888  -0.009226321503604112    -4.958330359055838%
dtoa                  ccp                  0.18599700361387503  8.664308926461883e-05   0.1769310428041042   8.551542348983689e-05   -0.009065960809770818    -4.8742510006190845%
levenshtein           local-pure-const     0.48670985838047903  0.0006340484098251173   0.4633181193299374   0.0010375242178176055   -0.02339173905054165     -4.806095181301108%
mergesort             early_optimizations  0.30161062490447915  5.3745342925313486e-05  0.2872581819203334   0.0001733903369685269   -0.01435244298414573     -4.758599929525422%
sglib-queue           fre                  0.20194702271716666  3.961282016827505e-05   0.19289926355756248  4.685985550379956e-05   -0.00904775915960418     -4.480263703751581%
sglib-arrayquicksort  early_optimizations  0.10613805280722916  5.388768052532591e-06   0.1014203562171083   1.0646489968336046e-05  -0.004717696590120848    -4.44486823089666%
bs                    mergephi             0.393272624310125    0.00013214858029122995  0.37586897062139574  0.001272191622520762    -0.01740365368872926     -4.425340746577156%
stb_perlin            einline              0.24105950832620834  6.464883052026145e-05   0.23125923719383337  3.790862282997939e-05   -0.009800271132374971    -4.065498681393217%
newlib-mod            copyprop             0.1867098048980833   0.0001650025410972206   0.17912880771297912  7.367290775217498e-05   -0.007580997185104188    -4.060310163808656%
bs                    einline              0.39242551786743746  0.00012813366072447665  0.37671607706408333  0.0013048536729963459   -0.015709440803354124    -4.003164954390357%
ndes                  ccp                  0.22088856309445834  0.0001185198529474132   0.2121718618896875   0.0005858088748598472   -0.008716701204770833    -3.9461985186817117%
sglib-arraybinsearch  copyrename           0.35671263042922935  0.00018009655292175635  0.3426385161062082   6.716139886041532e-05   -0.014074114323021136    -3.9455049029483122%
nbody                 cddce                0.3102885499253125   7.25512294561615e-05    0.2982730561643125   2.9254526013846035e-05  -0.012015493761000029    -3.8723613113961823%
ndes                  tailr                0.22074041157427085  0.00013071277459898056  0.21232001340987497  0.0005762088594106421   -0.008420398164395881    -3.814615595007502%
duff                  early_optimizations  0.39665648015375     9.427099723759363e-05   0.38180615330237494  0.00016998743325671677  -0.01485032685137505     -3.7438760222999106%
cover                 profile_estimate     0.27475522332245833  5.303982584893066e-05   0.2644902604899723   0.00024263453463097446  -0.010264962832486013    -3.7360391945811506%
sha                   early_optimizations  0.7039174902071251   0.0003045756891022931   0.6776971627114791   0.00043832994488353757  -0.026220327495646067    -3.724914902729698%
sglib-listinsertsort  einline              0.2126575639731875   3.381506350067228e-05   0.2047930071862708   0.00016374286687350593  -0.007864556786916693    -3.6982257484658674%
dtoa                  esra                 0.1848437248885625   9.322047530290438e-05   0.1780843215294167   9.75774136044034e-05    -0.006759403359145794    -3.656820572741035%
sglib-dllist          early_optimizations  0.20304035882070837  2.1581430328525495e-05  0.1956622419498125   2.1550960482443798e-05  -0.007378116870895873    -3.633817884163121%
mergesort             copyprop             0.299803889308375    5.7386847773956744e-05  0.28906491751643765  0.00021604692801697008  -0.010738971791937335    -3.5819988248689287%
levenshtein           fre                  0.48338207202512495  0.0007622441833872076   0.46664590568529146  0.0010457067550916335   -0.01673616633983349     -3.4623059704546897%
cover                 tmipa                0.27162519043699995  0.00016822017600043527  0.2624878119591875   0.00022198871373878596  -0.00913737847781243     -3.3639657879712486%
ndes                  ealias               0.2201405016113542   0.00010767255579363764  0.21291992337279164  0.0006088318978659041   -0.007220578238562564    -3.279986274997271%
ndes                  fre                  0.220077944235375    8.551556935311985e-05   0.21298248074877088  0.0006319035130772148   -0.007095463486604114    -3.2240684141503357%
stb_perlin            fre                  0.24001386466370833  7.288209350222273e-05   0.23230488085633338  4.8373342618584687e-05  -0.007708983807374947    -3.211891037284979%
ndes                  eipa_sra             0.2200609362692708   0.00010671763202203664  0.21299948871487503  0.0006109473536557448   -0.007061447554395778    -3.2088600885325933%
ndes                  switchconv           0.22003743904041664  0.00011497326637080418  0.21302298594372918  0.0006030295010863071   -0.007014453096687467    -3.187845271821695%
sglib-queue           early_optimizations  0.20062064048300002  5.1639973752817676e-05  0.1942256457917291   5.575150466418575e-05   -0.006394994691270917    -3.187605560362474%
sglib-rbtree          early_optimizations  0.17850669772497918  1.569889096348477e-05   0.17283375391989583  2.0945538335400743e-05  -0.005672943805083347    -3.1780005329679617%
ndes                  copyprop             0.21994160649424996  6.22961541145243e-05    0.21311881848989586  0.0006570608853902137   -0.006822788004354097    -3.102090647197518%
janne_complex         early_optimizations  0.32583050960043747  5.77759816779446e-05    0.31573629965956246  7.552392513356555e-05   -0.01009420994087501     -3.097994093080305%
minver                early_optimizations  0.30566571982391666  5.442342146108051e-05   0.2962483283087917   7.129514011391009e-05   -0.00941739151512494     -3.0809446085579926%
ctl-string            early_optimizations  0.2973109765431042   5.6588801413462076e-05  0.2881760444600417   6.250246237648453e-05   -0.009134932083062486    -3.0725176006874078%
cover                 local-pure-const     0.2711081362394374   0.00018519612925276351  0.26300486615675006  0.00021411677720840458  -0.008103270082687353    -2.9889438934177552%
dtoa                  increase_alignment   0.1842118780043125   8.311952784393423e-05   0.17871616841366667  0.00011558646822945801  -0.005495709590645825    -2.983363315213131%
nettle-des            inline_param         0.37408130063991657  0.0003285349970901683   0.36305144637547226  0.0003913144473158458   -0.011029854264444305    -2.948517941307478%
lms                   fre                  0.20110048372606246  2.15390032228208e-05    0.19518636133635414  2.850798326693219e-05   -0.005914122389708315    -2.940879246100913%
bs                    inline_param         0.3931967710327083   2.7343593906108692e-05  0.3816954729434445   0.0009896245255528225   -0.011501298089263756    -2.9250743995318857%
lcdnum                forwprop             0.4223320349416875   0.0021785034774503107   0.41005295739495845  0.005760783071166154    -0.012279077546729023    -2.907446400182365%
strstr                switchconv           0.23334414302702086  4.777188161338947e-05   0.2266196868168334   5.30911266633415e-05    -0.006724456210187468    -2.881776299570025%
crc                   increase_alignment   0.28128351381745836  0.0001924356288927961   0.27323658759658337  0.00016111068069127744  -0.008046926220874995    -2.8607884307422027%
fac                   increase_alignment   0.3816384537548123   0.009822321241251724    0.3707892677997917   0.009196267190602356    -0.010849185955020602    -2.842791612920321%
crc                   profile_estimate     0.2831730540939583   0.0001898300561674542   0.2752890495780417   0.0001786735533433105   -0.007884004515916643    -2.784164807326861%
lcdnum                tmipa                0.42202222498306247  0.00394259571831442     0.4103627673535834   0.004004265022566709    -0.011659457629479064    -2.7627591485133296%
sglib-listinsertsort  early_optimizations  0.21164356581608335  0.00011992254715958861  0.205807005343375    9.182388464593718e-05   -0.005836560472708335    -2.757731117505487%
